,Variant,Make_Month,No_of_Owners,Color,Type_of_Car,Transmission,Insurance_Type,Condition,Registration_Place,Power_steering,Cruise_Control,Navigation_System,Adjustable_Steering,Automatic_Boot,Air_Conditioning,Power_Windows,Sunroof,Fog_Lamps,Alloy_Wheels,Adjustable_External_Mirror,Display_Screen,Bluetooth,AMFM_adio,USB_Compatibility,Aux_Compatibility,ABS,Anti_Theft_Device,Rear_Parking_Camera,Parking_Sensors,Lock_System,Number_of_Airbags,Flood_Affected,Accidental,Registration_Transfer,Insurance,Finance,Exchange,Brand,Model,Year,Fuel,KM_driven,Price
762,SwiftVXi,September,First,Red,Hatchback,Manual,ZeroDep,Used,TS,Yes,,,Yes,,WithHeater,Front&rear,Yes,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,RemoteControlledCentral,None,No,No,,,,,Maruti Suzuki,Swift,2008,Petrol,"84,000 km",235000
763,800ACBS-III,April,Second,White,Hatchback,Manual,ThirdParty,Used,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,,Yes,Maruti Suzuki,800,2007,Petrol,"45,000 km",80000
764,800ACBS-III,May,,Red,Hatchback,,,New,UP,,,,,,WithHeater,,,,,,,,,Yes,Yes,,,,,Central,,No,No,,,,,Maruti Suzuki,800,2004.0,Petrol,"42,022 km",67000
765,800StdBS-III,May,First,Silver,Hatchback,Manual,Comprehensive,Used,TN,,,,,,WithHeater,,,,,,,,,,,,,,,,,No,No,,,,Yes,Maruti Suzuki,800,2009,Petrol,"14,000 km",175000
766,800DuoStdLPG,September,First,White,Sedans,Manual,NoInsurance,Used,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,800,1994,LPG,"90,000 km",40000
767,SwiftDzireVXi1.2BS-IV,December,First,White,Sedans,Manual,NoInsurance,Used,MH,,,,,,WithHeater,Front&rear,,Yes,Yes,,,,,Yes,Yes,,,,Yes,RemoteControlledCentral,None,,,,,Yes,,Maruti Suzuki,Swift Dzire,2015,Petrol,"65,000 km",505000
768,SwiftDzireZDIAMT(Automatic)(Automatic),November,First,Grey,Sedans,Automatic,Comprehensive,New,MH,Yes,,,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,4airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2017,Diesel,"43,000 km",725000
769,SwiftDzireVDI,November,Second,White,Sedans,Manual,Comprehensive,Used,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift Dzire,2016,Diesel,"48,000 km",600000
770,SwiftDzireVXI,January,First,Silver,Sedans,Manual,NoInsurance,New,TN,Yes,,,,,WithHeater,Front&rear,,Yes,,,,Yes,,Yes,Yes,,Yes,Yes,,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2010,Petrol,"31,369 km",348000
771,SwiftDzireTour,June,First,White,MUV,Manual,Comprehensive,Used,TN,,,,,,,,,,,,,,,,,,,,,,,No,No,,Yes,Yes,,Maruti Suzuki,Swift Dzire,2014,Diesel,"140,000 km",325000
772,SwiftDzireVDI,January,First,Grey,Sedans,Manual,Comprehensive,New,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift Dzire,2015,Diesel,"85,002 km",490000
773,SwiftDzireVDI,October,First,White,Sedans,Manual,Comprehensive,Used,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift Dzire,2010,Diesel,"62,000 km",250000
774,OmniE8STRBS-IV,July,First,White,Sedans,Manual,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Omni,2016,Petrol,"68,000 km",275000
775,Omni5STRBS-III,September,Second,Silver,Minivans,Manual,Comprehensive,Used,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Omni,2011,Petrol,"59,000 km",150000
776,OmniE8STRBS-IV,August,First,Blue,,Manual,ThirdParty,New,WB,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,,Maruti Suzuki,Omni,2016,Petrol,"30,000 km",220000
777,OmniE8STRBS-IV,March,First,White,Minivans,Manual,Comprehensive,New,RJ,,,,,,,,,,,Manual,,,,Yes,Yes,,,,,Central,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Omni,2018,Petrol,"18,500 km",325000
778,RitzZxiBS-IV,July,First,Silver,Hatchback,Manual,Comprehensive,Used,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Ritz,2013.0,Petrol,"36,117 km",315000
779,SwiftLXi1.2BS-IV,April,First,Silver,Hybrid,Manual,,,,Yes,,,Yes,Yes,WithHeater,,,,,Manual,,,,Yes,Yes,,,,,,,,,Yes,,,,Maruti Suzuki,Swift,2010,CNG & Hybrids,"72,500 km",209999
780,CiazVDiSHVS,,,Silver,Sedans,Manual,Comprehensive,Used,HR,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Maruti Suzuki,Ciaz,2016,Diesel,"52,000 km",590000
781,BalenoVXiBS-III,June,Second,Silver,Sedans,Manual,NoInsurance,Used,TN,Yes,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Baleno,2006,Petrol,"50,800 km",145000
782,Omni8STRBS-III,January,First,Silver,Hatchback,Manual,Comprehensive,Used,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Omni,2016,Petrol,"24,000 km",298000
783,Omni8STRBS-III,June,First,Silver,SUV,Manual,Comprehensive,Used,TN,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Omni,2015,Petrol,"78,000 km",270000
784,SwiftDzireVXI,January,First,Silver,Sedans,Manual,NoInsurance,New,TN,Yes,,,,,WithHeater,Front&rear,,Yes,,,,Yes,,Yes,Yes,,Yes,Yes,,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2010,Petrol,"31,369 km",348000
785,ZDi-PlusDualToneDiesel,January,First,Blue,SUV,Manual,ZeroDep,Used,TS,Yes,Yes,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,,Maruti Suzuki,Vitara Brezza,2017,Diesel,"46,000 km",944000
786,SwiftVDiBS-IV,February,First,White,Sedans,Manual,NoInsurance,Used,AP,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,,Maruti Suzuki,Swift,2012.0,Diesel,"86,393 km",465000
787,SwiftDzireTour,November,First,White,Sedans,Manual,Comprehensive,Used,TS,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,Yes,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2019,Diesel,"25,000 km",690000
788,800DuoStdLPG,September,First,White,Sedans,Manual,NoInsurance,Used,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,800,1994,LPG,"90,000 km",40000
789,CiazVDiSHVS,June,First,Black,Sedans,Manual,NoInsurance,Used,TS,Yes,,,Yes,,,Front&rear,,,,Power,,,,Yes,Yes,Yes,,,,Central,2airbags,,,Yes,Yes,,,Maruti Suzuki,Ciaz,2016,Diesel,"123,211 km",595000
790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R,2019,Petrol,"8,000 km",670000
791,,June,,Silver,,,NoInsurance,,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R,2005,Petrol,"70,000 km",70000
792,AltoLXiBS-III,April,First,Silver,Hatchback,Manual,Comprehensive,Used,WB,Yes,,,,Yes,WithHeater,Front,,,,Manual,,,,Yes,Yes,,,,Yes,,,No,No,Yes,Yes,,Yes,Maruti Suzuki,Alto,2008,Petrol,"45,600 km",99000
793,WagonRLXI,October,Second,Black,Hatchback,Manual,Comprehensive,Used,KA,Yes,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,,Yes,Maruti Suzuki,Wagon R,2004,Petrol,"90,000 km",95000
794,800DuoStdLPG,September,First,White,Sedans,Manual,NoInsurance,Used,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,800,1994,LPG,"90,000 km",40000
795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift,2008,Petrol,"70,000 km",165000
796,AltoLXiBS-IV,July,First,Silver,Hatchback,Manual,NoInsurance,Used,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Alto,2010,Petrol,"80,000 km",125000
797,ZenLXiBS-III,September,Second,White,Hatchback,Manual,NoInsurance,Used,GJ,Yes,,,,,WithHeater,Front&rear,,,,Manual,Yes,Yes,,Yes,Yes,,,,,Central,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Zen,2005,Petrol,"88,000 km",90000
798,AltoLX,May,First,Blue,Hatchback,Manual,Comprehensive,Used,TN,Yes,,,,,AutomaticClimateControl,Front,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Maruti Suzuki,Alto,2009,Petrol,"14,131 km",190000
799,WagonRLXI,June,Second,Silver,Hatchback,Manual,Comprehensive,Used,TN,Yes,,,,,WithHeater,,,,,,,,,,,,,,,,,No,No,,,,Yes,Maruti Suzuki,Wagon R,2005,Petrol,"78,000 km",175000
800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Alto,2007,Petrol,"48,323 km",98000
801,WagonRVXiBS-III,June,First,White,Hatchback,Manual,,,KA,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,,,,,,RemoteControlledCentral,,,,Yes,,,,Maruti Suzuki,Wagon R,2011,Petrol,"77,100 km",295000
802,CelerioVDi,November,First,Grey,Hatchback,Manual,NoInsurance,Used,TS,Yes,,,,,AutomaticClimateControl,Front,,,,,,,,Yes,Yes,,,,,RemoteControlledCentral,,,,,,,,Maruti Suzuki,Celerio,2016,Diesel,"72,263 km",380000
803,,November,,Silver,,,NoInsurance,,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R 1.0,2011,Petrol,"98,275 km",240000
804,SwiftLXi,May,First,Silver,Hatchback,Manual,ThirdParty,Used,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift,2013,Petrol,"40,000 km",249666
805,WagonR1.0LXiCNG,August,First,Grey,Hatchback,Manual,NoInsurance,Used,MH,Yes,,,Yes,,WithHeater,Front,,,,,,,,Yes,Yes,,,,,Central,,No,No,Yes,Yes,,,Maruti Suzuki,Wagon R 1.0,2010,CNG & Hybrids,"67,000 km",215000
806,AltoK10VXi,November,First,Silver,Sedans,Manual,ThirdParty,Used,MH,Yes,,,Yes,,AutomaticClimateControl,Front,,Yes,,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Central,None,,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Alto K10,2012,Petrol,"42,000 km",197000
807,ZenLXiBS-III,June,Second,Silver,Hatchback,Manual,ThirdParty,Used,KA,Yes,,,,,WithHeater,Front&rear,,,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,None,No,No,Yes,,,,Maruti Suzuki,Zen,2005,Petrol,"60,000 km",140000
